792;ООО "Эркастом-Студио";г. Москва, ул. Керченская, д. 13, м. Калужская;Стоматология;1;STOMATOLOGY;55.64888;37.581209;http://www.erkastom-studio.ru/;+7 (495) 318-39-22
3627;ООО "Лечебно-диагноститеский центр "Кутузовский";121352 г. Москва, ул. Давыдковская, дом 5.м. Славянский Бульвар (610м);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;2бс 4 3бс 7 5бс 4бс 3 6 2 6бс 5 7бс;AMBULATORY HOMECARE;55.726477;37.479465;https://www.ldck.ru/;+7 (495) 241-39-28
6186;ООО "Клиники Чайка";Московская область., Красногорский р-н, 26 км. автодороги "Балтия", БЦ "Рига Лэнд", стр. Б2;Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;4 3бс 7 5бс 4бс 3 6 6бс 5 7бс;AMBULATORY;55.80444;37.299766;нет данных;+7 (914) 275-81-81
6187;ООО "Клиники Чайка";Москва, Ленинградское шоссе, д. 16А, стр. 3;Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;4 3бс 7 5бс 4бс 3 6 6бс 5 7бс;AMBULATORY;55.822286;37.499516;нет данных;+7 (914) 275-81-81
7203;ФГБУ Федеральный научно-клинический центр физико-химической медицины ФМБА;143007, Россия, обл Московская, г. Одинцово, ш. Красногорское, дом 15;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах административных границ города;1бс 2бс 1 2;AMBULATORY HOMECARE;55.683559;37.269529;http://rcpcm.org/;+7 (499) 246-44-09
10251;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЦЕНТР ЭНДОКРИНОЛОГИИ";141070, Московская обл, г. Королев, ул. Циолковского, д. 2А, оф. 4;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;7 5бс 6 6бс 5 7бс;AMBULATORY;55.921016;37.812489;нет данных;нет данных
2055;НУЗ "ЦКБ № 2 им. Н.А. Семашко" ОАО "Российские железные дороги";Москва, ул. Будайская, дом 2;Экстренная и плановая стационарная помощь, размещение в одноместной палате повышенной комфортности;2бс 4 3бс 5бс 4бс 3 6 2 6бс 5;STATIONARY;55.83298;37.668219;https://www.ckb2rzd.ru/;8 (800) 234-34-34
8241;Поликлиника в Балашихе (ООО "Мед-Лидер", бренд АВС-МЕДИЦИНА);г. Балашиха, Горенский бульвар, д. 3а, м. Новогиреево;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах административных границ города;1бс 2бс 4 1 3бс 5бс 4бс 3 2 5;AMBULATORY HOMECARE;55.792113;37.887229;http://abc-medicina.com/;+7 (495) 223-38-83
5169;ООО "Современник на Чистых";127006, г. Москва, Страстной бульвар, д.11, стр.2 м Чеховская (230 м ) ;Стоматология;6 5;STOMATOLOGY;55.767833;37.609011;https://sovremennik.ru/;+7 (495) 621-64-73
5687;ООО "Мастердент-5001";142306, Московская область, г. Чехов, ул. Московская, д. 44;Стоматология;7 6;STOMATOLOGY;55.145118;37.453387;http://masterdent.ru/;+7 (916) 028-25-60
6733;КЛИНИКА "НИАРМЕДИК" - ООО "Клиника Здоровья";Москва, Варшавское шоссе,д.32 м Нагатинская (210 м);Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY;55.681123;37.623034;https://www.nrmed.ru/;+7 (495) 927-02-68
568;Консультативно-диагностический центр "Арбатский" ФГБУ "НМХЦ им. Н.И. Пирогова" Министерства здравоохранения Российской Федерации;г. Москва, Гагаринский переулок, 37/8 м. Смоленская(450 м);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;2бс 4 3бс 7 5бс 4бс 3 6 2 6бс 5 7бс;AMBULATORY HOMECARE;55.74489;37.588745;http://www.pirogov-center.ru/;нет данных
10289;ООО "СМ-Доктор";117452, Россия, г. Москва, б-р. Симферопольский, дом 22;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах МКАД;7 5бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.648367;37.604735;https://www.smdoctor.ru/;+7 (495) 266-38-68
8282;ООО "Поликлиника.ру  на Смоленской" - ООО "ДИРЕКЦИЯ";Москва, 1-й Смоленский переулок, д.17, стр.3;Амбулаторно-поликлиническая помощь комплексная со стоматологией, вызов врача на дом в пределах МКАД;2.1;AMBULATORY STOMATOLOGY HOMECARE;55.748219;37.580059;https://www.polyclinika.ru/;8 (800) 350-88-78
3157;ООО Медицинский центр "НЕБОЛИТ" в Мытищах;141006, МО, г. Мытищи, Олимпийский проспект, д. 29;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах административных границ города;2бс 4 3бс 5бс 4бс 3 6 2 6бс 5;AMBULATORY HOMECARE;55.928804;37.75179;http://www.nebolit.ru/;+7 (495) 585-15-11
4167;ООО "НОВА" (ЛОЦ Бобер);142000, Россия, обл Московская, г. Домодедово, ул. Зеленая, дом 45;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах административных границ города;2бс 2;AMBULATORY HOMECARE;55.432143;37.765255;http://bobermed.ru/;+7 (496) 794-18-70
8283;ООО "Поликлиника.ру на Смоленской";г. Москва, 1-й Смоленский переулок, д.17, стр.3;Стоматология;1 2.1;STOMATOLOGY;55.748219;37.580059;https://www.polyclinika.ru/;8 (800) 350-88-78
5722;ООО "Семейная поликлиника № 4";141260, Московская область, г. Королев, мкр. Болшево, ул. Станционная, д 33;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах административных границ города;2бс 4 3бс 7 5бс 4бс 3 6 2 6бс 5 7бс;AMBULATORY HOMECARE;55.932037;37.858815;http://www.setpol.ru/;8 (800) 555-09-09
6731;ООО "Клиники Чайка";Москва, ул. Лесная, д. 9;Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;4 3бс 7 5бс 4бс 3 6 6бс 5 7бс;AMBULATORY;55.779049;37.588602;нет данных;+7 (914) 275-81-81
5684;ООО "КлиНика";141612, Московская область, г. Клин, ул. К.Маркса, д. 101;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;4 5бс 4бс 6 6бс 5;AMBULATORY;56.320363;36.731501;нет данных;нет данных
4145;ООО "Первый Доктор";г. Москва, ул. Киевская д.22 бульвар Северный, д.7 Б;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.867627;37.606307;http://1doctor.ru/;+7 (495) 921-33-99
5711;ООО Оздоровительный центр "Контракт";144009, Московская область, г. Электросталь, ул. К.Маркса, д. 46А;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах административных границ города;4 3бс 7 5бс 4бс 3 6 6бс 5 7бс;AMBULATORY HOMECARE;55.803454;38.46366;http://kontraktm.ru/;8 (800) 100-40-32
590;ФГБУ "Российский научный центр рентгенорадиологии" Минздрава России;117485, Россия, г. Москва, ул. Профсоюзная, дом 86;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY;55.652781;37.53367;http://www.rncrr.ru/;+7 (495) 333-91-20
6760;Клиника МЕДСИ на Дубининской (МСК №20 -взрослые);Москва, ул. Дубининская, д.57, стр.8;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.72021;37.635709;http://medsi.ru/clinics/dubiniskaya;+7 (495) 023-26-14
617;ФГБУ "Лечебно-реабилитационный центр "Изумруд";107139, г. Москва, Орликов пер., 1/11 м.Красные Ворота  (310 м);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;1бс 2бс 4 1 3бс 5бс 4бс 3 2 5;AMBULATORY HOMECARE;55.770598;37.645088;http://medmcx.ru/;+7 (495) 745-28-70
623;НУЗ "Центральная клиническая больница № 6 ОАО "Российские железные дороги";109388, г. Москва, ул. Шоссейная, д. 43;Экстренная и плановая стационарная помощь, размещение в одно-двухместной палате;1бс 2бс 4 3бс 5бс 4бс 2 6бс 5 9 1 6 3;STATIONARY;55.67789;37.725676;http://www.ckb6.ru/;+7 (495) 644-47-05
613;АО "Центральная больница экспертизы летно-испытательного состава";140180, Московская область, г. Жуковский, ул. Дзержинского, д.16;Плановая и экстренная стационарная помощь, размещение в одноместной палате повышенной комфортности;1бс 2бс 4 1 3бс 5бс 4бс 3 6 2 6бс 5;STATIONARY;55.596147;38.12866;http://www.cbelis.ru/;+7 (498) 481-22-95
2678;ООО Медицинский центр "НЕБОЛИТ";119296, г. Москва, Ленинский проспект, д. 66/1;Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;7 5бс 6 6бс 5 7бс;AMBULATORY;55.690552;37.548231;http://www.nebolit.ru/;+7 (495) 585-15-11
631;Больница Центросоюза Российской Федерации - медицинское учреждение;107150, г. Москва, ул. Лосиноостровская, 39;Экстренная и плановая стационарная помощь, размещение в одноместной палате повышенной комфортности;2бс 4 3бс 5бс 4бс 3 6 2 2.1 6бс 5;STATIONARY;55.827747;37.723484;http://bolnicac.ru/;+7 (499) 169-74-08
632;ФГБУ "52 КДЦ" Минобороны России;125040, г. Москва, ул. Скаковая, д. 16, м. Белорусская;Амбулаторно-поликлиническая помощь со стоматологией, вызов врача на дом в пределах МКАД;9;AMBULATORY STOMATOLOGY HOMECARE;55.781276;37.566162;http://www.52kdc.ru/;+7 (495) 613-60-18
620;Негосударственное Учреждение Здравоохранения "Центральная поликлиника ОАО "Российские железные дороги";107078, г. Москва, ул. Новая Басманная, д. 5 м Красные Ворота (330 м);Амбулаторно-поликлиническая помощь со стоматологией, без вызова врача на дом;1бс 2бс 4 3бс 5бс 4бс 2 6бс 5 9 1 7 6 3 7бс;AMBULATORY STOMATOLOGY;55.770173;37.654008;http://www.cprzd.ru/;+7 (499) 262-35-99
6265;МСЧ № 5 ЦМСЧ № 119 ФМБА России;143960, Россия, обл Московская, г. Реутов, ул. Железнодорожная, дом 7;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;1бс 2бс 4 1 3бс 4бс 3;AMBULATORY;55.755424;37.866828;http://cmsch119.ru/;+7 (499) 972-04-00
634;Федеральное бюджетное учреждение "Центральная клиническая больница гражданской авиации";125367, Москва, Иваньковское шоссе, д. 7 м.Тушинская, Щукинская (1,5 км);Экстренная и плановая стационарная помощь, размещение в одноместной палате;2бс 4 3бс 5бс 4бс 3 2 5;STATIONARY;55.823555;37.460691;http://ckbga.aero/;+7 (495) 490-04-90
2686;ДОБРОМЕД - Клиника в Зеленограде на ст. Крюково (ООО "Стоматбизнес Компани");г. Зеленоград, 833 корпус, ст. "Крюково";Стоматология;4 3 6 2 5;STOMATOLOGY;55.981112;37.176922;http://dobromed-06.ru/;+7 (499) 732-93-00
9847;АС Дентал - Центр - ООО "Стоматологическая клиника LXII";г. Москва, ул. Мясницкая, дом24/7, строение 3, подъезд 4;Стоматология;4 1 7 3 6 2 2.1 5 9;STOMATOLOGY;55.763027;37.636662;нет данных;+7 (495) 625-52-15
6270;КЛИНИКА "НИАРМЕДИК" - ООО "Столичная медицинская клиника";Москва, ул.Сретенка, д.9 м. Сретенский бульвар ( 340м);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.767818;37.631442;http://www.nrmed.ru/;+7 (495) 617-11-71
4732;ООО "Фармстайл" - Петровский;г. Москва, Петровский переулок, д. 5, стр. 4;Стоматология;7;STOMATOLOGY;55.767104;37.612892;http://www.spectra.ru/;+7 (495) 921-35-37
610;ФГУП "ЦАГИ" (отд.98-поликлиника);140180, Московская область, г. Жуковский, ул. Чкалова, 26;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах административных границ города;1бс 2бс 4 1 3бс 5бс 4бс 3 6 2 6бс 5;AMBULATORY HOMECARE;55.595415;38.127258;http://www.lputsagi.ru/;+7 (495) 556-37-15
7779;ООО "ДЕНТО ЭЛЬ ЛИДЕР" - Речной вокзал;г. Москва, ул. Фестивальная, д. 4 м.Речной Вокзал (600 м);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;4 3бс 7 5бс 4бс 3 6 6бс 5 7бс;AMBULATORY HOMECARE;55.856573;37.485268;https://dentol.ru/;+7 (495) 662-58-85
8845;Поликлиника на 1905 года (ООО "Мед-Лидер", бренд АВС-МЕДИЦИНА);Москва, ул. 1905 года, д.17;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;1бс 2бс 4 1 3бс 5бс 4бс 3 2 5;AMBULATORY HOMECARE;55.766106;37.559245;http://abc-medicina.com/;+7 (495) 223-38-83
1670;ФГБУЗ КБ № 85 ФМБА России;115409, г. Москва, ул. Москворечье, д.16;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;2бс 4 3бс 7 5бс 4бс 3 6 2 6бс 5 7бс;AMBULATORY;55.642814;37.666153;http://www.kb85.ru/;+7 (499) 782-85-85
2698;Клиника МЕДСИ в г. Красногорске (МСК-14 дети и взрослые);Московская область, г. Красногорск, ул. Успенская, д. 5;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах административных границ города;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.833354;37.290972;https://medsi.ru/clinics/krasnogorsk/;+7 (495) 023-27-78
7822;ГБУЗ "Городская клиническая больница имени С.С. Юдина Департамента здравоохранения г. Москвы";115487, г. Москва, ул. Академика Миллионщикова, д.1;Экстренная и плановая стационарная помощь, размещение в одноместной палате повышенной комфортности;2бс 4 3бс 5бс 4бс 3 6 2 6бс 5;STATIONARY;55.673747;37.6547;http://dgkb-9.ru/;+7 (499) 259-58-67
5265;ЗАО "МЦК";142300, Московская область, г. Чехов, ул. Земская, д. 2;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;7 6 6бс 7бс;AMBULATORY;55.167416;37.467293;http://www.mckolomen.ru/;+7 (495) 725-31-43
4243;Клиника МЕДСИ на Пречистенке (МСК №2 -взрослые);Москва, Зубовский бульвар, д.22/39 м.Парк культуры (530 м);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.738591;37.587335;https://medsi.ru/clinics/prechistenka/;+7 (495) 023-26-34
658;ООО "Новая Поликлиника";107045, г. Москва, Сретенский тупик, д. 4 м.Сухаревская (160м);Амбулаторно-поликлиническая помощь со стоматологией, вызов врача на дом в пределах МКАД;2бс 4 3бс 5бс 4бс 2 6бс 5 9 7 6 3 7бс;AMBULATORY STOMATOLOGY HOMECARE;55.771094;37.633508;http://www.newpoliclinica.ru/;+7 (495) 956-91-03
2191;ООО "Международный госпитальный медицинский центр "Интермедцентр";г. Москва, 4-й Монетчиковский пер., д. 1/6, стр. 3;Экстренная и плановая стационарная помощь, размещение в одноместной палате повышенной комфортности;7 6 6бс 7бс;STATIONARY;55.732879;37.630876;http://www.intac.ru/;+7 (495) 937-57-57
6292;МБЛПУ "Лобненская центральная городская больница";г. Лобня, ул. Заречная, д. 15, , ул. Чкалова, д. 6;Плановая и экстренная стационарная помощь, размещение в одноместной палате повышенной комфортности;1бс 4 1 7 5бс 4бс 6 6бс 5 7бс;STATIONARY;56.015505;37.466503;http://www.lcgb.ru/;+7 (495) 577-15-22
9876;Клиника МЕДСИ на Ленинской Слободе;115280, Россия, г. Москва, ул. Ленинская слобода, дом 26;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах МКАД;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.710124;37.654601;https://medsi.ru/clinics/sloboda/;+7 (495) 023-27-81
6293;ООО "Стоик 2002";142103, Московская область, г. Подольск, ул. Мира, д. 12/5;Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;2бс 4 3бс 5бс 4бс 3 6 2 6бс 5;AMBULATORY;55.41981;37.57342;https://мц-на-северном.рф/;+7 (495) 152-67-65
9877;Клиника МЕДСИ на Ленинском проспекте;119071, Россия, г. Москва, пр-кт. Ленинский, дом 20, к. 1;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах МКАД;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.717361;37.592141;https://medsi.ru/clinics/leninskiy/;+7 (495) 431-69-78
6301;ООО "Медицинский центр "ВЕРАМЕД";143003, Московская область, г. Одинцово, б-р Любы Новоселовой, д. 17(взр+дети);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах административных границ города;4 3бс 7 5бс 4бс 3 6 6бс 5 7бс;AMBULATORY HOMECARE;55.676072;37.260546;https://veramed-clinic.ru/;+7 (495) 109-50-14
6300;ООО "Альтамед+";Россия, обл Московская, г. Одинцово, ул. Союзная, дом 32Б;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах административных границ города;2бс 4 3бс 7 5бс 4бс 3 6 2 6бс 5 7бс;AMBULATORY HOMECARE;55.66994;37.290846;https://www.altamedplus.ru/;+7 (495) 212-90-03
1158;ООО "Новый Медицинский Центр (НМЦ)";125083, г. Москва, ул. В.Масловка, д. 10, стр.4;Стоматология;7;STOMATOLOGY;55.793298;37.565731;нет данных;нет данных
4251;ООО "Лечебный центр "АСТРЕЯ";124460, г. Москва, Зеленоград, корп. 1108, н.п. 1;Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;2бс 4 3бс 5бс 4бс 3 6 2 6бс 5;AMBULATORY;55.991893;37.214382;нет данных;+7 (495) 648-68-66
641;ФГБУ "Федеральный клинический центр высоких медицинских технологий Федерального  медико-биологического агентства";141435, Московская область, Химкинский район, п/о Новогорск;Экстренная и плановая стационарная помощь, размещение в одноместной палате повышенной комфортности;2бс 4 3бс 5бс 4бс 3 6 2 6бс 5;STATIONARY;55.886494;37.359361;http://www.kb119.ru/;+7 (495) 575-61-95
1202;ООО "ДентаВита Лидер";г. Москва, ул. Земляной Вал, д. 64 , стр. 2 м Таганская (430 м);Стоматология;6 5;STOMATOLOGY;55.746182;37.654745;http://www.dentavita.ru/;+7 (495) 228-09-17
7347;МУЗ «Солнечногорская центральная районная больница»;141508, Россия, обл Московская, г. Солнечногорск, мкр. Рекинцо, ул. Дзержинского, дом 13;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах административных границ города;1бс 2бс 1 3бс 3 2;AMBULATORY HOMECARE;56.187606;36.981637;http://solncrb.info/;+7 (496) 264-46-59
692;ООО "ЛИК";127006, г. Москва, Старопименовский переулок, д. 8.м Маяковская (360 м);Стоматология;4 7 3 6 5;STOMATOLOGY;55.769038;37.601717;нет данных;нет данных
2740;ООО "Медицинские центры-3";125466, Москва, ул. Родионовская, д.2 м Планерная (4,4 км) ;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах МКАД;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.894606;37.400072;https://www.imma.ru/;+7 (495) 153-91-84
5824;ООО "Клиники Чайка";123317, г. Москва, Пресненская наб., д. 8, стр. 1;Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;4 3бс 7 5бс 4бс 3 6 6бс 5 7бс;AMBULATORY;55.747115;37.539078;нет данных;+7 (914) 275-81-81
9400;ООО "НОВЫЕ МЕДТЕХНОЛОГИИ 1";140103, Россия, обл Московская, г. Раменское, ул. Крымская, дом 2, пом. 7;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;1бс 2бс 4 3бс 5бс 4бс 2 6бс 5 1 7 6 3 7бс;AMBULATORY;55.574548;38.252466;http://rammedic.ru/;8 (800) 707-04-61
2233;ЗАО "Концерн "ЮГ";140411, Московская область, г.Коломна, пр-т Кирова, д.10;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах административных границ города;2бс 4 3бс 5бс 4бс 3 6 2 6бс 5;AMBULATORY HOMECARE;55.089336;38.765233;http://www.7doctor.ru/;+7 (4966) 14-72-64
2231;ООО "ДИРЕКЦИЯ";г. Москва, ул.Новая Басманная, д.10, стр.1 м.Красные Ворота (460м);Амбулаторно-поликлиническая помощь со стоматологией, вызов врача на дом в пределах МКАД;1бс 2бс 4 3бс 5бс 4бс 2 6бс 5 9 1 7 6 3 7бс;AMBULATORY STOMATOLOGY HOMECARE;55.768983;37.656335;https://www.polyclinika.ru/;8 (800) 350-88-78
4812;ООО "Клиника ЛМС" (взрослые+дети);Москва, Сущевский вал, д. 12 м.Савеловская (740 м);Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;2бс 4 3бс 7 5бс 4бс 3 6 2 6бс 5 7бс;AMBULATORY HOMECARE;55.791962;37.59984;http://www.klinikabudzdorov.ru/;+7 (495) 782-88-82
700;ЗАО "Центральная поликлиника Литфонда" VIP;г.Москва, 1-я Аэропортовская ул., д. 5, м. Аэропорт;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;7 5бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.801399;37.535592;https://lit-clinic.ru/;+7 (495) 150-60-01
698;КДЦ МЕДСИ в Грохольском пер. (КДЦГ);Москва, Проспект Мира, д. 26, стр. 6 (вход с Грохольского пер.);Экстренная и плановая стационарная помощь, размещение в одноместной палате повышенной комфортности;4 7 5бс 4бс 6 6бс 5 7бс;STATIONARY;55.777251;37.635107;https://medsi.ru/clinics/amc;+7 (495) 023-42-29
4809;ООО "Улыбка";142301, Московская область, г. Чехов, ул. Чехова, д. 33;Стоматология;4 3 6 2 5;STOMATOLOGY;55.146306;37.477238;http://ulybkadent.ru/;+7 (495) 523-10-26
8902;ООО "Лечебно-диагностический медицинский центр Аксис";124460, Россия, г Москва, г. Зеленоград, корп. 1130;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах административных границ города;7 5бс 6 6бс 5 7бс;AMBULATORY HOMECARE;55.996691;37.180973;https://aksis-med.ru/;+7 (499) 214-00-00
9399;ООО "НОВЫЕ МЕДТЕХНОЛОГИИ";140105, Россия, обл Московская, г. Раменское, ш. Северное, дом 15;Амбулаторно-поликлиническая помощь без стоматологии, без помощи на дому;1бс 2бс 4 3бс 5бс 4бс 2 6бс 5 1 7 6 3 7бс;AMBULATORY;55.583851;38.239207;http://rammedic.ru/;8 (800) 707-04-61
4813;ООО "Зубр";140207, Московская область, г. Воскресенск, ул. Новлянская, д. 10;Стоматология;4 3 6 2 5;STOMATOLOGY;55.318296;38.65669;http://sto-zubr.ru/;нет данных
2250;ГАУЗ МО "Клинская стоматологическая поликлиника";141600, Московская область, г. Клин, ул. Гагарина, д.30;Стоматология;4 1 3 6 2 5;STOMATOLOGY;56.324376;36.720811;http://www.klin-dent.ru/;+7 (496) 242-58-34
6302;ООО "ВЕРАМЕД";143180, Россия, обл Московская, г. Звенигород, ул. Московская, дом 12;Амбулаторно-поликлиническая помощь без стоматологии, помощь на дому в пределах административных границ города;7 6 6бс 7бс;AMBULATORY HOMECARE;55.730056;36.85325;https://veramed-clinic.ru/;+7 (495) 109-50-14
4281;КЛИНИКА "НИАРМЕДИК" - ООО "Клиника на Маросейке";Москва, ул. Маросейка, д. 6-8, стр. 4 (м. Китай-город) (240 м);Амбулаторно-поликлиническая помощь без стоматологии, без вызова врача на дом;4 7 5бс 4бс 6 6бс 5 7бс;AMBULATORY;55.757106;37.635188;https://www.nrmed.ru/;+7 (495) 617-11-71
5841;ОАО "Медицина" - VIP отделение;г. Москва, 2-ой Тверской-Ямской пер., д. 10, м. Маяковская.;Амбулаторно-поликлиническая помощь без стоматологии, вызов врача на дом в пределах МКАД;7 7бс;AMBULATORY HOMECARE;55.773413;37.594513;нет данных;нет данных
2258;НУЗ «Дорожная клиническая больница им. Семашко на ст. Люблино ОАО «Российские железные дороги»;109386, г. Москва, ул. Ставропольская, д. 23, к. 1 (ранее Спортивный проезд, 3) ;Экстренная и плановая стационарная помощь, размещение в одно-двухместной палате;1бс 2бс 4 3бс 5бс 4бс 2 2.1 6бс 5 9 1 6 3;STATIONARY;55.684447;37.760288;http://www.semashko.com/;+7 (499) 266-98-98
